EDU1_pos;EDU1_text;EDU2_pos;EDU2_text;Text_id;Relation
44;"Съел то растение, которое ""просит организм"", - фитотерапия (терапия);";45;"потер кожу в определенных местах - рефлексотерапия;";37;joint_M
44;"Съел то растение, которое ""просит организм"", - фитотерапия (терапия);";46;"вытащил занозу - хирургия;";37;joint_M
44;"Съел то растение, которое ""просит организм"", - фитотерапия (терапия);";47;принял роды - акушерство и гинекология.;37;joint_M
45;"потер кожу в определенных местах - рефлексотерапия;";46;"вытащил занозу - хирургия;";37;joint_M
45;"потер кожу в определенных местах - рефлексотерапия;";47;принял роды - акушерство и гинекология.;37;joint_M
46;"вытащил занозу - хирургия;";47;принял роды - акушерство и гинекология.;37;joint_M
48;##### Постепенно человек накапливал опыт благоприятного воздействия на организм пищи и определенных растений,;49;появлялись люди, специализирующиеся в лечении соплеменников, - это и было началом медицины и фармакологии.;37;joint_M
52;Безусловно, ведь они делали это осмысленно,;53;используя определенные знания, практический опыт.;37;joint_M
54;Понятно, что они могли использовать лишь те знания,;55;которые были им доступны в те времена.;37;elaboration_NS
59;Нельзя ведь считать серьезным возражением то,;60;что он не имел даже фельдшерского образования.;37;joint_M
61;Для современной медицины важно не только и не столько то,;62;когда зародились тот или иной метод или средство и как это все называть,;37;no_relation
61;Для современной медицины важно не только и не столько то,;63;а их суть и опыт применения (не только позитивный).;37;no_relation
62;когда зародились тот или иной метод или средство и как это все называть,;63;а их суть и опыт применения (не только позитивный).;37;contrast_M
65;##### Фитотерапия постоянно впитывает в себя колоссальный поток информации,;66;который обогащает любую науку, любой медицинский метод.;37;elaboration_NS
67;Это нормальный ход событий - опыт прошлого обогащается новыми данными,;68;и на основе их квалифицированной интерпретации создаются алгоритмы более эффективного решения тех или иных проблем.;37;evidence_SN
70;Переходя в виртуальные миры, отрываясь в своих теоретических рассуждениях (часто ошибочных) от реальности,;71;работая уже не с конкретными биологическими материалами, а с индексами, абстрактными символами, гипотетическими схемами,;37;joint_M
70;Переходя в виртуальные миры, отрываясь в своих теоретических рассуждениях (часто ошибочных) от реальности,;72;человек часто забывает о себе - первичном материале, об ограниченных и весьма специфических возможностях своего тела.;37;background_SN
71;работая уже не с конкретными биологическими материалами, а с индексами, абстрактными символами, гипотетическими схемами,;72;человек часто забывает о себе - первичном материале, об ограниченных и весьма специфических возможностях своего тела.;37;background_SN
74;Одно из направлений - изучение опыта лечения болезней различными медицинскими школами: русской, тибетской, индийской, греческой и другими (каждая нация имеет свои медицинские традиции);75;. После экспертной и статистической обработки старинных рецептов проводят экспериментальную и клиническую проверку полученных данных.;37;joint_M
77;Если в былые времена целесообразность использования тех или иных растений определяли на основе эмпирического опыта,;78;то с развитием химии и биохимии стало возможным подвести научную базу.;37;condition_SN
81;Человек не зря стремится окружить себя растениями;82;- сажает деревья во дворах,;37;comparison_M
81;Человек не зря стремится окружить себя растениями;83;ставит цветочные горшки на подоконник.;37;comparison_M
82;- сажает деревья во дворах,;83;ставит цветочные горшки на подоконник.;37;comparison_M
89;Не случайно врачи крайне редко назначают одно лекарство,;90;чаще подбирают несколько лекарственных средств, обеспечивающих комплексное воздействие.;37;sequence_M
91;Многие современные лекарственные препараты включают несколько ингредиентов,;92;благодаря чему достигается большая эффективность.;37;cause-effect_SN
94;##### Многолетняя практика фитотерапевта привела меня к убеждению,;95;что если правильно оценены имеющиеся в организме отклонения;37;no_relation
94;##### Многолетняя практика фитотерапевта привела меня к убеждению,;96;и адекватно подобраны компоненты фитокомпозиции,;37;no_relation
94;##### Многолетняя практика фитотерапевта привела меня к убеждению,;97;то происходит коррекция совокупности нарушений;37;no_relation
94;##### Многолетняя практика фитотерапевта привела меня к убеждению,;98;и даже в трудных случаях возрастает вероятность,;37;no_relation
94;##### Многолетняя практика фитотерапевта привела меня к убеждению,;99;что основной желаемый эффект будет достигнут.;37;no_relation
95;что если правильно оценены имеющиеся в организме отклонения;96;и адекватно подобраны компоненты фитокомпозиции,;37;joint_M
95;что если правильно оценены имеющиеся в организме отклонения;97;то происходит коррекция совокупности нарушений;37;no_relation
95;что если правильно оценены имеющиеся в организме отклонения;98;и даже в трудных случаях возрастает вероятность,;37;no_relation
95;что если правильно оценены имеющиеся в организме отклонения;99;что основной желаемый эффект будет достигнут.;37;no_relation
96;и адекватно подобраны компоненты фитокомпозиции,;97;то происходит коррекция совокупности нарушений;37;no_relation
96;и адекватно подобраны компоненты фитокомпозиции,;98;и даже в трудных случаях возрастает вероятность,;37;no_relation
96;и адекватно подобраны компоненты фитокомпозиции,;99;что основной желаемый эффект будет достигнут.;37;no_relation
97;то происходит коррекция совокупности нарушений;98;и даже в трудных случаях возрастает вероятность,;37;no_relation
97;то происходит коррекция совокупности нарушений;99;что основной желаемый эффект будет достигнут.;37;joint_M
98;и даже в трудных случаях возрастает вероятность,;99;что основной желаемый эффект будет достигнут.;37;elaboration_SN
102;##### Некоторые ученые и врачи относятся к многокомпонентным лекарствам (в том числе к фитосредствам) с опаской,;103;поскольку такие препараты нельзя полностью стандартизировать;37;cause-effect_NS
102;##### Некоторые ученые и врачи относятся к многокомпонентным лекарствам (в том числе к фитосредствам) с опаской,;104;и невозможно до конца объяснить механизмы их действия.;37;cause-effect_NS
103;поскольку такие препараты нельзя полностью стандартизировать;104;и невозможно до конца объяснить механизмы их действия.;37;joint_M
105;Но даже применяя индивидуальное вещество,;106;нельзя точно прогнозировать результат, поскольку механизмы действия не всегда ясны,;37;no_relation
105;Но даже применяя индивидуальное вещество,;107;а индивидуальные реакции организма многообразны.;37;no_relation
106;нельзя точно прогнозировать результат, поскольку механизмы действия не всегда ясны,;107;а индивидуальные реакции организма многообразны.;37;joint_M
108;Пищевые продукты, фрукты, овощи тоже могут быть вредны,;109;но мы пренебрегаем этим риском,;37;background_SN
108;Пищевые продукты, фрукты, овощи тоже могут быть вредны,;110;поскольку он не сопоставим с полезным действием.;37;no_relation
109;но мы пренебрегаем этим риском,;110;поскольку он не сопоставим с полезным действием.;37;cause-effect_NS
111;##### Человек очень интимно, на тонком биохимическом уровне связан с родной природой,;112;в ней его корни.;37;joint_M
113;Из 20 000 видов растений, произрастающих на территории нашей страны,;114;в народной медицине используют около 10 процентов.;37;elaboration_SN
118;В ходе эволюции человек приспособился к усвоению природных химических соединений,;119;поэтому они оказывают мягкий, физиологичный эффект.;37;elaboration_SN
121;Основываясь на практическом опыте, могу утверждать,;122;что фитотерапия способна помочь в той или иной степени каждому пациенту при любом заболевании.;37;evidence_NS
2;В отличие от скандала с американской системой противоракетной обороны в Европе, этот конфликт не подает признаков урегулирования;3;и угрожает еще больше осложнить и без того нелегкие отношения между Россией и Западом.;38;joint_M
5;После года переговоров между Сербией и Косово Кремль отклонил приведенные в докладе посредника ООН рекомендации о предоставлении Косово контролируемой независимости,;6;не позволил Совету Безопасности принять этот доклад;38;joint_M
5;После года переговоров между Сербией и Косово Кремль отклонил приведенные в докладе посредника ООН рекомендации о предоставлении Косово контролируемой независимости,;7;и настоял на дополнительных трехмесячных переговорах между Сербией и Косово;38;joint_M
5;После года переговоров между Сербией и Косово Кремль отклонил приведенные в докладе посредника ООН рекомендации о предоставлении Косово контролируемой независимости,;8;- даже после того, как компромисс стал невозможным.;38;no_relation
6;не позволил Совету Безопасности принять этот доклад;7;и настоял на дополнительных трехмесячных переговорах между Сербией и Косово;38;joint_M
6;не позволил Совету Безопасности принять этот доклад;8;- даже после того, как компромисс стал невозможным.;38;no_relation
7;и настоял на дополнительных трехмесячных переговорах между Сербией и Косово;8;- даже после того, как компромисс стал невозможным.;38;elaboration_NS
9;##### Три недели тому назад в Совете Безопасности ООН Россия опять настаивала на том, что любое соглашение требует одобрения Сербии и Косово;10;и что необходимы дальнейшие переговоры.;38;joint_M
11;Россия прекрасно понимает, что такие переговоры будут безрезультатными,;12;но считает, что еще один казалось бы невинный призыв к дальнейшим переговорам поколеблет единство ЕС,;38;contrast_M
11;Россия прекрасно понимает, что такие переговоры будут безрезультатными,;13;что, по-видимому, является главной целью Путина.;38;no_relation
12;но считает, что еще один казалось бы невинный призыв к дальнейшим переговорам поколеблет единство ЕС,;13;что, по-видимому, является главной целью Путина.;38;interpretation-evaluation_NS
14;Дальнейшее промедление может также привести к вспышке насилия в Косово;15;и подорвать международную поддержку независимости.;38;joint_M
19;Многие утверждали,;20;что Кремль старается отсрочить неизбежное,;38;attribution_SN
19;Многие утверждали,;21;но в конечном счете не станет чинить препятствий независимости.;38;no_relation
20;что Кремль старается отсрочить неизбежное,;21;но в конечном счете не станет чинить препятствий независимости.;38;contrast_M
22;Сегодня, в последнюю минуту Россия остается верна своей обструкционистской позиции,;23;а президентские выборы в марте, скорее всего, только усилят антизападные настроения.;38;joint_M
24;##### Так что же может сделать Путин,;25;когда Соединенные Штаты и большинство стран-членов Европейского Союза в ближайшие месяцы признают независимость Косово без благословения ООН,;38;elaboration_NS
24;##### Так что же может сделать Путин,;26;как они сегодня планируют?;38;no_relation
25;когда Соединенные Штаты и большинство стран-членов Европейского Союза в ближайшие месяцы признают независимость Косово без благословения ООН,;26;как они сегодня планируют?;38;elaboration_NS
27;##### Маловероятно, чтобы Кремль попытался совершить еще одну военную интервенцию в Косово;28;(их попытка в 1999 году высадить войска в аэропорту Приштины закончилась полным фиаско);38;elaboration_NS
27;##### Маловероятно, чтобы Кремль попытался совершить еще одну военную интервенцию в Косово;29;, но у него есть ряд альтернатив, которые должны заставить Запад задуматься.;38;joint_M
28;(их попытка в 1999 году высадить войска в аэропорту Приштины закончилась полным фиаско);29;, но у него есть ряд альтернатив, которые должны заставить Запад задуматься.;38;no_relation
31;По словам России,;32;она не даст Сербии карт-бланш,;38;no_relation
31;По словам России,;33;но, скорее всего, поддержит усилия сербского правительства по изоляции и дестабилизации независимого Косово.;38;no_relation
32;она не даст Сербии карт-бланш,;33;но, скорее всего, поддержит усилия сербского правительства по изоляции и дестабилизации независимого Косово.;38;joint_M
34;##### Тогда как сама Сербия выступала против разделения Косово,;35;Россия может поддержать предложение Сербии об отделении населенного сербами севера территории,;38;no_relation
34;##### Тогда как сама Сербия выступала против разделения Косово,;36;что откроет 'ящик Пандоры';38;joint_M
34;##### Тогда как сама Сербия выступала против разделения Косово,;37;и может спровоцировать раздел Сербии, Боснии и Македонии.;38;joint_M
35;Россия может поддержать предложение Сербии об отделении населенного сербами севера территории,;36;что откроет 'ящик Пандоры';38;cause-effect_SN
35;Россия может поддержать предложение Сербии об отделении населенного сербами севера территории,;37;и может спровоцировать раздел Сербии, Боснии и Македонии.;38;no_relation
36;что откроет 'ящик Пандоры';37;и может спровоцировать раздел Сербии, Боснии и Македонии.;38;joint_M
38;Такое предложение может найти некоторую поддержку в Европе и других странах как приемлемый компромисс,;39;даже если это снова дестабилизирует Балканы.;38;concession_NS
44;Если Грузия предпримет военные действия,;45;чтобы предотвратить это,;38;no_relation
44;Если Грузия предпримет военные действия,;46;российские военные могут ответить силой, создав ситуацию, которая может выйти из-под контроля.;38;condition_SN
45;чтобы предотвратить это,;46;российские военные могут ответить силой, создав ситуацию, которая может выйти из-под контроля.;38;purpose_SN
47;##### В то время как США и ЕС не хотят осложнения отношений с Россией,;48;"они не должны отступать перед лицом упорства России;";38;no_relation
47;##### В то время как США и ЕС не хотят осложнения отношений с Россией,;49;на карту поставлен вопрос безопасности Европы.;38;no_relation
48;"они не должны отступать перед лицом упорства России;";49;на карту поставлен вопрос безопасности Европы.;38;joint_M
51;##### Запад должен дать ясно понять Сербии,;52;что решительно отреагирует на любые попытки эскалации насилия и раздела Косово.;38;attribution_SN
54;##### Путинская Россия, не придающая большого значения власти закона, преподносит свои дипломатические усилия под маской соблюдения норм международного права, в частности резолюции 1244 Совета Безопасности ООН,;55;положившей конец войне в Косово. Давно уже пора начать дипломатическое наступление,;38;elaboration_NS
54;##### Путинская Россия, не придающая большого значения власти закона, преподносит свои дипломатические усилия под маской соблюдения норм международного права, в частности резолюции 1244 Совета Безопасности ООН,;56;чтобы ослабить аргументы России,;38;no_relation
54;##### Путинская Россия, не придающая большого значения власти закона, преподносит свои дипломатические усилия под маской соблюдения норм международного права, в частности резолюции 1244 Совета Безопасности ООН,;57;а также напомнить миру о том, что произошло в Косово.;38;no_relation
55;положившей конец войне в Косово. Давно уже пора начать дипломатическое наступление,;56;чтобы ослабить аргументы России,;38;purpose_NS
55;положившей конец войне в Косово. Давно уже пора начать дипломатическое наступление,;57;а также напомнить миру о том, что произошло в Косово.;38;purpose_NS
56;чтобы ослабить аргументы России,;57;а также напомнить миру о том, что произошло в Косово.;38;joint_M
58;##### В резолюции 1244 не говорится о том, что Косово должно оставаться в составе Сербии,;59;"как на том настаивают Россия и Сербия;";38;elaboration_NS
58;##### В резолюции 1244 не говорится о том, что Косово должно оставаться в составе Сербии,;60;не исключает она и независимость Косово.;38;comparison_M
59;"как на том настаивают Россия и Сербия;";60;не исключает она и независимость Косово.;38;no_relation
62;##### Что касается Абхазии, то Запад должен отметить уникальный характер Косово;63;и подчеркнуть колоссальные усилия, прилагаемые им там с 1999 года.;38;joint_M
1;##### Межпланетный зонд «Розетта» Европейского космического агентства (ESA) вечером 20 января 2014 года выйдет из режима гибернации после 2,5 лет «спячки»,;2;говорится в сообщении Европейской южной обсерватории (ESO).;39;attribution_NS
3;После «пробуждения» зонд начнет подготовку к исследованию кометы 67P/CG Чурюмова-Герасименко,;4;запланированному на август текущего года.;39;elaboration_NS
5;"##### Как сообщает ""Английское название""";6;сигнал на «пробуждение» «Розетты» планировалось отправить в 10 утра по времени Гринвича (14:00 по времени Москвы).;39;attribution_SN
12;Поводом для перевода зонда в «спячку» стала;13;недостаточная для работы приборов мощность аккумуляторов.;39;cause-effect_NS
14;В сентябре 2012 года «Розетта» достигла орбиты Юпитера,;15;однако этой планеты зонд не «увидел».;39;contrast_M
1;##### Основатель файлообменника Megaupload Ким Дотком (Kim Dotcom) объявил;2;о запуске собственного музыкального сервиса под названием Baboom.;40;attribution_SN
5;Почти готов нажать на кнопку запуска»;6;написал в микроблоге Ким Дотком.;40;no_relation
7;"Ранее в опубликованном им на сайте ""Английское название"" пресс-релизе, уточнялось,";8;что сервис начнет работу в тестовом режиме;40;no_relation
7;"Ранее в опубликованном им на сайте ""Английское название"" пресс-релизе, уточнялось,";9;музыка появится на сайте только после запуска полной версии,;40;no_relation
7;"Ранее в опубликованном им на сайте ""Английское название"" пресс-релизе, уточнялось,";10;появление которой ожидается через несколько месяцев.;40;no_relation
8;что сервис начнет работу в тестовом режиме;9;музыка появится на сайте только после запуска полной версии,;40;sequence_M
8;что сервис начнет работу в тестовом режиме;10;появление которой ожидается через несколько месяцев.;40;no_relation
9;музыка появится на сайте только после запуска полной версии,;10;появление которой ожидается через несколько месяцев.;40;elaboration_NS
12;Это позволит пользователям понять, как устроен сервис,;13;как можно находить;40;joint_M
12;Это позволит пользователям понять, как устроен сервис,;14;и скачивать с его помощью музыку»;40;joint_M
12;Это позволит пользователям понять, как устроен сервис,;15;заявил Дотком.;40;no_relation
13;как можно находить;14;и скачивать с его помощью музыку»;40;joint_M
13;как можно находить;15;заявил Дотком.;40;no_relation
14;и скачивать с его помощью музыку»;15;заявил Дотком.;40;no_relation
16;По его словам, Baboom станет своего рода «сочетанием iTunes и сервиса Spotify»,;17;однако будет использовать более справедливую модель распределения прибыли между музыкантами и правообладателями.;40;contrast_M
18;##### Ранее проживающий в Новой Зеландии Ким Дотком намеревался объявить;19;о запуске Baboom;40;attribution_SN
18;##### Ранее проживающий в Новой Зеландии Ким Дотком намеревался объявить;20;во время презентации своего музыкального альбома на стадионе в Окленде.;40;no_relation
19;о запуске Baboom;20;во время презентации своего музыкального альбома на стадионе в Окленде.;40;same-unit_M
23;Однако из-за планов Доткома также объявить на концерте;24;о создании собственной политической партии,;40;attribution_SN
23;Однако из-за планов Доткома также объявить на концерте;25;мероприятие было отменено по требованию властей страны.;40;no_relation
24;о создании собственной политической партии,;25;мероприятие было отменено по требованию властей страны.;40;cause-effect_SN
30;Позже Дотком был выпущен под залог;31;и занялся разработкой нового файлообменника;40;joint_M
30;Позже Дотком был выпущен под залог;32;— Mega.;40;no_relation
2;Люди самых разных национальностей нашли нового идола,;3;а предприимчивые бизнесмены — отличный способ заработать на этом;41;joint_M
2;Люди самых разных национальностей нашли нового идола,;4;и остаться на плаву во время мирового финансового кризиса.;41;joint_M
3;а предприимчивые бизнесмены — отличный способ заработать на этом;4;и остаться на плаву во время мирового финансового кризиса.;41;joint_M
5;##### Например, китайские предприниматели вслед за всеми печатными СМИ приветствовали избрание Барака Обамы тиражированием его имени, но не на бумаге, а на всевозможных товарах;6;— от лапши быстрого приготовления до футболок.;41;elaboration_NS
7;Как сообщает газета The Telegraph,;8;в городе Вэньчжоу производитель обуви зарегистрировал торговую марку Mei Obama,;41;attribution_SN
7;Как сообщает газета The Telegraph,;9;что переводится как «Американский Обама».;41;no_relation
8;в городе Вэньчжоу производитель обуви зарегистрировал торговую марку Mei Obama,;9;что переводится как «Американский Обама».;41;elaboration_NS
11;##### В Хартуме,;12;столице Судана,;41;elaboration_NS
11;##### В Хартуме,;13;накануне инаугурации открылась парикмахерская имени Барака Обамы.;41;same-unit_M
12;столице Судана,;13;накануне инаугурации открылась парикмахерская имени Барака Обамы.;41;no_relation
15;##### В Японии фабрика Ogawa Rubber Inc. произвела;16;и уже распродала более 2,5 тыс. масок Обамы.;41;joint_M
21;Надпись на ней гласит:;22;«Расслабься — будь евреем!»;41;attribution_SN
21;Надпись на ней гласит:;23;##### В столице Болгарии Софии на центральном открытом рынке с лотков торговцев разлетаются матрешки с изображением Обамы.;41;no_relation
22;«Расслабься — будь евреем!»;23;##### В столице Болгарии Софии на центральном открытом рынке с лотков торговцев разлетаются матрешки с изображением Обамы.;41;no_relation
24;Как пишет Esquire,;25;на первой,;41;no_relation
24;Как пишет Esquire,;26;самой большой,;41;no_relation
24;Как пишет Esquire,;27;президент держит в руках скипетр и державу,;41;no_relation
24;Как пишет Esquire,;28;на второй — гармонь,;41;no_relation
24;Как пишет Esquire,;29;на третьей — чарку,;41;no_relation
25;на первой,;26;самой большой,;41;elaboration_NS
25;на первой,;27;президент держит в руках скипетр и державу,;41;same-unit_M
25;на первой,;28;на второй — гармонь,;41;joint_M
25;на первой,;29;на третьей — чарку,;41;joint_M
25;на первой,;30;на четвертой — хлеб-соль,;41;joint_M
26;самой большой,;27;президент держит в руках скипетр и державу,;41;no_relation
26;самой большой,;28;на второй — гармонь,;41;no_relation
26;самой большой,;29;на третьей — чарку,;41;no_relation
26;самой большой,;30;на четвертой — хлеб-соль,;41;no_relation
26;самой большой,;31;а на пятой — букет гладиолусов.;41;no_relation
27;президент держит в руках скипетр и державу,;28;на второй — гармонь,;41;joint_M
27;президент держит в руках скипетр и державу,;29;на третьей — чарку,;41;joint_M
27;президент держит в руках скипетр и державу,;30;на четвертой — хлеб-соль,;41;joint_M
27;президент держит в руках скипетр и державу,;31;а на пятой — букет гладиолусов.;41;joint_M
28;на второй — гармонь,;29;на третьей — чарку,;41;joint_M
28;на второй — гармонь,;30;на четвертой — хлеб-соль,;41;joint_M
28;на второй — гармонь,;31;а на пятой — букет гладиолусов.;41;joint_M
29;на третьей — чарку,;30;на четвертой — хлеб-соль,;41;joint_M
29;на третьей — чарку,;31;а на пятой — букет гладиолусов.;41;joint_M
30;на четвертой — хлеб-соль,;31;а на пятой — букет гладиолусов.;41;joint_M
37;Представители компании-производителя заявляют:;38;«Сейчас нестабильные времена.;41;no_relation
40;.. Но появились презервативы Obama,;41;и;41;joint_M
40;.. Но появились презервативы Obama,;42;для разнообразия;41;no_relation
40;.. Но появились презервативы Obama,;43;вы можете теперь верить в них».;41;joint_M
41;и;42;для разнообразия;41;no_relation
41;и;43;вы можете теперь верить в них».;41;same-unit_M
42;для разнообразия;43;вы можете теперь верить в них».;41;purpose_SN
45;Попробовавшие утверждают,;46;что у нее клубнично-мятный аромат.;41;attribution_SN
47;Продукт был запущен после того, как в сентябре 2008 года Обама заявил:;48;«Если накрасить свинью губной помадой,;41;no_relation
47;Продукт был запущен после того, как в сентябре 2008 года Обама заявил:;49;она останется свиньей»,;41;attribution_SN
47;Продукт был запущен после того, как в сентябре 2008 года Обама заявил:;50;намекая на лживую политику Маккейна и его напарницы Сары Пэйлин.;41;no_relation
48;«Если накрасить свинью губной помадой,;49;она останется свиньей»,;41;condition_SN
48;«Если накрасить свинью губной помадой,;50;намекая на лживую политику Маккейна и его напарницы Сары Пэйлин.;41;no_relation
49;она останется свиньей»,;50;намекая на лживую политику Маккейна и его напарницы Сары Пэйлин.;41;no_relation
51;Тогда Барака поспешили обвинить в сексизме,;52;но, по-видимому, это никак не отразилось на его популярности.;41;contrast_M
53;##### Образ Обамы не только помогает заработать денег,;54;но и вдохновляет некоторых на создание произведений искусства.;41;joint_M
56;На это у него ушло около 160 часов,;57;сообщает BBC.;41;attribution_NS
58;"##### А посетитель сайта ""Английское название""";59;на котором развлекаются скучающие офисные служащие,;41;elaboration_NS
58;"##### А посетитель сайта ""Английское название""";60;создал копию знаменитого портрета Барака Обамы.;41;same-unit_M
59;на котором развлекаются скучающие офисные служащие,;60;создал копию знаменитого портрета Барака Обамы.;41;no_relation
61;Для этого он использовал то, что было у него под рукой,;62;— 21 156 канцелярских кнопок и картонную доску.;41;elaboration_NS
65;«Теперь у вас есть возможность ближе узнать самого могущественного человека в мире» ,;66;— говорится в пресс-релизе музея.;41;attribution_NS
70;Такой успех заставил владельцев задуматься о более дорогом варианте монеты;71;— из золота,;41;elaboration_NS
70;Такой успех заставил владельцев задуматься о более дорогом варианте монеты;72;каждая из которых обойдется поклоннику Обамы в 4 тыс. долларов.;41;elaboration_NS
71;— из золота,;72;каждая из которых обойдется поклоннику Обамы в 4 тыс. долларов.;41;no_relation
74;Он обладает удивительной способностью нравиться всем;75;— вне зависимости от цвета кожи, вероисповедания, национальности и рода занятий.;41;elaboration_NS
78;И особый внешний вид, специфический цвет кожи как был дополнительным фактором обожествления в праязыческие времена,;79;так и остался сегодня.;41;joint_M
6;Так вот, если встать на взлетной полосе аэропорта спиной к морю;7;- ближайший горный массив справа и есть Арабика.;42;background_SN
8;##### О том, что в этих горах много глубоких пещер,;9;спелеологи знали давно.;42;attribution_NS
10;Еще в начале ХХ века известный французский ученый-карстолог Мартель, проводивший в тех краях изыскания,;11;пришел к выводу о наличии на Арабике обширных подземных пустот.;42;elaboration_SN
12;Но вышло так, что вход в пещеру Воронья, оказавшейся впоследствии к тому же самой глубокой на планете,;13;был найден только в 60-х годах.;42;background_SN
14;Грузинские спелеологи, обнаружившие колодец,;15;попытались его исследовать,;42;sequence_M
14;Грузинские спелеологи, обнаружившие колодец,;16;но отступили перед слишком узким проходом.;42;sequence_M
15;попытались его исследовать,;16;но отступили перед слишком узким проходом.;42;sequence_M
